building,建築物,This is the tallest building in town.,這是鎮上最高的建築物。
bus,公車,I take the bus to school.,我搭公車上學。
business,商業；事務,He started his own business.,他創立了自己的事業。
busy,忙碌的,She is always busy with work.,她總是忙於工作。
but,但是,"I want to go, but I’m too tired.",我想去，但我太累了。
butter,奶油,She spread butter on the bread.,她把奶油抹在麵包上。
button,鈕扣；按鈕,Press the button to start.,按下按鈕開始。
buy,買,He wants to buy a new phone.,他想買一支新手機。
by,透過；在?旁邊,The book was written by her.,這本書是她寫的。
cab,計程車,He took a cab to the airport.,他搭計程車去機場。
cafe,咖啡館,Let’s meet at the cafe.,我們在咖啡館見吧。
cake,蛋糕,She made a birthday cake.,她做了一個生日蛋糕。
call,打電話；叫,I’ll call you later.,我等一下打給你。
camera,相機,He took a photo with his camera.,他用相機拍了一張照片。
camp,露營,We went to summer camp.,我們去參加夏令營。
can,可以；罐頭,Can you help me?,你可以幫我嗎？
candle,蠟燭,She lit a candle.,她點燃了一根蠟燭。
candy,糖果,The children love candy.,孩子們愛吃糖果。
cap,帽子,He wore a baseball cap.,他戴著一頂棒球帽。
car,車,The car is very fast.,這台車很快。
card,卡片,I sent her a birthday card.,我寄了一張生日卡給她。
care,關心；照顧,She takes care of her dog.,她照顧她的狗。
careful,小心的,Be careful when you cross the street.,過馬路時要小心。
carry,搬運；攜帶,He carried the heavy bag.,他搬著沉重的包包。
case,案件；盒子,This is a special case.,這是一個特殊的情況。
cat,貓,The cat is sleeping on the sofa.,那隻貓正在沙發上睡覺。
catch,抓住,Try to catch the ball!,試著接住那顆球！
cause,原因；導致,The heavy rain caused flooding.,大雨導致了淹水。
center,中心,The mall is in the center of the city.,百貨公司位於市中心。
century,世紀,We are living in the 21st century.,我們活在21世紀。
certain,確定的,I’m not certain about the answer.,我不確定答案。
chair,椅子,She sat on the chair.,她坐在椅子上。
chance,機會,Give me a second chance.,再給我一次機會。
change,改變；零錢,People change over time.,人會隨著時間改變。
chart,圖表,The teacher showed us a weather chart.,老師給我們看一張天氣圖。
cheap,便宜的,These shoes are really cheap.,這雙鞋真的很便宜。
check,檢查,Please check your answers.,請檢查你的答案。
cheese,起司,I love pizza with extra cheese.,我喜歡加很多起司的披薩。
chicken,雞肉；小雞,We had fried chicken for dinner.,我們晚餐吃炸雞。
child,小孩,The child is drawing a picture.,小孩正在畫圖。
chocolate,巧克力,She gave me a box of chocolates.,她給我一盒巧克力。
choose,選擇,You can choose one gift.,你可以選一個禮物。
circle,圓圈,Draw a circle around the word.,在那個字周圍畫個圈。
city,城市,New York is a big city.,紐約是一座大城市。
class,班級；課程,Our class starts at 9 a.m.,我們的課從早上九點開始。
clean,乾淨的；打掃,Please keep your room clean.,請保持你的房間乾淨。
clear,清楚的,Is my explanation clear?,我的解釋清楚嗎？
climb,爬,We climbed to the top of the hill.,我們爬上了山頂。
clock,時鐘,The clock on the wall is slow.,牆上的時鐘慢了。
close,關閉；靠近,"Close the door, please.",請把門關上。
clothes,衣服,She folded all her clothes.,她把衣服都摺好了。
cloud,雲,A dark cloud covered the sun.,烏雲遮住了太陽。
club,俱樂部,He joined the drama club.,他加入了戲劇社。
coat,外套,She wore a red coat.,她穿著一件紅外套。
coffee,咖啡,I need a cup of coffee.,我需要一杯咖啡。
cold,寒冷的,It’s really cold outside.,外面真的很冷。
college,大學,She goes to college in Taipei.,她在台北上大學。
color,顏色,What’s your favorite color?,你最喜歡的顏色是什麼？
come,來,Please come here.,請過來。
common,常見的,That’s a common mistake.,那是一個常見的錯誤。
company,公司,He works for a big company.,他在一家大公司上班。
compare,比較,Let’s compare our answers.,我們來比較一下答案吧。
complete,完成的；完整的,The puzzle is complete.,拼圖完成了。
computer,電腦,I use a computer to write reports.,我用電腦寫報告。
concert,音樂會,We’re going to a concert tonight.,我們今晚要去聽音樂會。
cook,煮；廚師,My mom is a great cook.,我媽媽是很棒的廚師。
cool,涼爽的；酷的,The weather is cool today.,今天天氣很涼爽。
copy,複製,Please copy this sentence.,請抄寫這句話。
corner,角落,The cat is hiding in the corner.,貓躲在角落裡。
correct,正確的,That is the correct answer.,那是正確的答案。
cost,花費,How much does it cost?,這要多少錢？
could,可以（過去式）,Could you help me?,你能幫我嗎？
country,國家,Taiwan is my country.,台灣是我的國家。
course,課程,This is a beginner’s course.,這是一門初級課程。
cousin,表兄弟姊妹,My cousin is visiting today.,我的表親今天來拜訪。
cover,覆蓋；封面,Cover the pot with a lid.,用蓋子把鍋蓋起來。
cow,牛,The cow is eating grass.,牛正在吃草。
crab,螃蟹,We caught a crab at the beach.,我們在海灘抓到一隻螃蟹。
crazy,瘋狂的,That idea is totally crazy!,那主意真是瘋狂！
cream,奶油,I put cream in my coffee.,我在咖啡裡加了奶油。
create,創造,Artists create beautiful things.,藝術家創造美麗的作品。
cross,穿越,Don’t cross the road here.,不要在這裡過馬路。
cry,哭；喊叫,The baby started to cry.,嬰兒開始哭了。
cup,杯子,I drank a cup of tea.,我喝了一杯茶。
cut,切割,Be careful not to cut yourself.,小心不要割到自己。
dad,爸爸,My dad is cooking dinner.,我爸爸正在煮晚餐。
dance,跳舞,They danced all night.,他們跳了一整晚的舞。
danger,危險,There is danger ahead.,前方有危險。
dark,黑暗的,It gets dark at 6 p.m. in winter.,冬天六點天就黑了。
date,日期；約會,What’s today’s date?,今天是幾號？
daughter,女兒,His daughter is five years old.,他女兒五歲了。
day,白天；一天,It’s a beautiful day.,今天天氣真好。
dead,死亡的,The fish is dead.,那條魚死了。
dear,親愛的,"Dear Mom, I miss you.",親愛的媽媽，我想你。
death,死亡,He was sad after his grandfather’s death.,爺爺過世後他很傷心。
decide,決定,I can’t decide what to eat.,我決定不了要吃什麼。
deep,深的,The lake is very deep.,這個湖很深。
deer,鹿,We saw a deer in the forest.,我們在森林裡看到一隻鹿。
delicious,美味的,This cake is delicious.,這個蛋糕很好吃。
desk,書桌,She is sitting at her desk.,她坐在書桌前。
dictionary,字典,Look it up in the dictionary.,在字典裡查一下。
did,做了（do的過去式）,What did you say?,你剛才說了什麼？
die,死亡,The flowers died without water.,沒有水花就死了。
different,不同的,This shirt is different from that one.,這件襯衫和那件不一樣。
difficult,困難的,This problem is very difficult.,這題問題很難。
dinner,晚餐,We had steak for dinner.,我們晚餐吃牛排。
dirty,髒的,Your hands are dirty.,你的手很髒。
dish,碗盤；菜餚,This is my favorite dish.,這是我最喜歡的菜。
do,做,What are you doing?,你在做什麼？
doctor,醫生,She wants to be a doctor.,她想當醫生。
dog,狗,The dog barked loudly.,那隻狗大聲吠叫。
doll,洋娃娃,She plays with her doll every day.,她每天都玩洋娃娃。
dollar,美元,This book costs ten dollars.,這本書要十美元。
door,門,"Close the door, please.",請把門關上。
dot,點,Draw a dot in the center of the circle.,在圓圈中間畫個點。
double,雙倍的,I ordered a double hamburger.,我點了一個雙層漢堡。
down,向下,"Sit down, please.",請坐下。
draw,畫畫,He likes to draw animals.,他喜歡畫動物。
dream,夢想,My dream is to travel the world.,我的夢想是環遊世界。
dress,洋裝；穿衣,She wore a beautiful dress.,她穿了一件漂亮的洋裝。
drink,喝,I drink water after running.,我跑步後會喝水。
drive,開車,He drives to work every day.,他每天開車上班。
driver,駕駛,The taxi driver was very friendly.,那位計程車司機很友善。
drop,掉落,Don’t drop the glass!,不要把玻璃杯摔了！
dry,乾的,The clothes are dry now.,衣服現在乾了。
duck,鴨子,The duck swam across the pond.,鴨子游過了池塘。
during,在…期間,I slept during the movie.,我在看電影時睡著了。
dust,灰塵,There’s a lot of dust on the shelf.,架子上有很多灰塵。
duty,職責,It’s my duty to help at home.,幫忙做家事是我的責任。
each,每個,Each student has a book.,每個學生都有一本書。
ear,耳朵,My ears are cold.,我的耳朵好冷。
early,早的,I got up early today.,我今天很早起床。
earth,地球,The Earth goes around the sun.,地球繞著太陽轉。
east,東方,The sun rises in the east.,太陽從東方升起。
easy,容易的,This question is very easy.,這題非常簡單。
eat,吃,I like to eat apples.,我喜歡吃蘋果。
edge,邊緣,She stood at the edge of the cliff.,她站在懸崖邊緣。
education,教育,Education is important for everyone.,教育對每個人都很重要。
egg,蛋,I had a boiled egg for breakfast.,我早餐吃了水煮蛋。
eight,八,He has eight pencils.,他有八支鉛筆。
eighteen,十八,She is eighteen years old.,她十八歲了。
eighty,八十,My grandmother is eighty years old.,我奶奶八十歲。
either,任一；也不,You can choose either answer.,你可以選擇任一個答案。
elephant,大象,The elephant is the largest land animal.,大象是陸地上最大的動物。
eleven,十一,The store opens at eleven.,商店十一點開門。
else,其他的,What else do you need?,你還需要什麼？
email,電子郵件,I sent you an email.,我寄了一封電子郵件給你。
empty,空的,The box is empty.,這個盒子是空的。
end,結束,We’ll go home at the end of the movie.,電影結束後我們就回家。
enemy,敵人,They became friends after being enemies.,他們從敵人變成了朋友。
energy,能量,I have no energy today.,我今天完全沒力氣。
enjoy,享受,I enjoy reading books.,我喜歡讀書。
enough,足夠的,That’s enough for today.,今天這樣就夠了。
enter,進入,Please enter the room quietly.,請安靜地進入房間。
environment,環境,We must protect the environment.,我們必須保護環境。
equal,相等的,All people are equal.,人人生而平等。
erase,擦掉,Please erase the board.,請擦掉白板。
evening,傍晚,We had dinner together this evening.,我們今天傍晚一起吃飯。
event,事件,That was an important event in history.,那是歷史上重要的事件。
ever,曾經,Have you ever been to Japan?,你曾經去過日本嗎？
every,每一個,Every child needs love.,每個孩子都需要愛。
everybody,每個人,Everybody is here.,每個人都到了。
everyone,每一位,Everyone is welcome.,歡迎所有人。
everything,每件事,Everything is ready.,一切都準備好了。
exam,考試,I have a math exam tomorrow.,我明天有數學考試。
example,例子,Let me give you an example.,讓我給你一個例子。
excellent,優秀的,You did an excellent job.,你做得很棒。
except,除了?之外,Everyone went except Tom.,除了湯姆，其他人都去了。
excited,興奮的,She was excited about the trip.,她對這次旅行很興奮。
exciting,刺激的,That was an exciting game!,那是一場刺激的比賽！
exercise,運動,I do exercise every morning.,我每天早上運動。
expensive,昂貴的,This bag is too expensive.,這個包太貴了。
experience,經驗,He has a lot of teaching experience.,他有豐富的教學經驗。
eye,眼睛,She has beautiful eyes.,她有雙美麗的眼睛。
face,臉,She washed her face.,她洗了臉。
fact,事實,That’s a known fact.,那是個眾所皆知的事實。
fall,掉落；秋天,Leaves fall in autumn.,秋天樹葉會落下。
family,家庭,I love my family.,我愛我的家人。
famous,有名的,He is a famous singer.,他是一位有名的歌手。
fan,風扇；粉絲,I’m a big fan of BTS.,我是防彈少年團的粉絲。
far,遙遠的,The station is far from here.,車站離這裡很遠。
farm,農場,They live on a farm.,他們住在農場裡。
farmer,農夫,The farmer grows rice.,農夫種稻米。
fast,快速的,He is a fast runner.,他跑得很快。
fat,胖的,The cat is getting fat.,那隻貓變胖了。
father,父親,My father is very kind.,我的爸爸非常親切。
favorite,最喜愛的,Blue is my favorite color.,藍色是我最喜歡的顏色。
fear,恐懼,She has a fear of heights.,她害怕高處。
feed,餵食,I need to feed the dog.,我要餵狗。
feel,感覺,I feel happy today.,我今天心情很好。
feeling,感覺,I have a strange feeling about this.,我對這件事有種奇怪的感覺。
few,少數的,Only a few people came.,只有少數人來了。
field,田野；場地,The children played in the field.,孩子們在田野裡玩。
fight,打架；爭鬥,They had a big fight.,他們大吵了一架。
figure,數字；人物,That’s a famous historical figure.,那是一位著名歷史人物。
fill,填滿,Fill the glass with water.,把杯子裝滿水。
film,電影；膠卷,We watched a great film last night.,我們昨晚看了一部好電影。
final,最後的,This is the final round.,這是最後一輪。
find,找到,I can't find my phone.,我找不到我的手機。
fine,很好；罰款,I feel fine today.,我今天感覺不錯。
finger,手指,She pointed with her finger.,她用手指指著。
finish,完成,I just finished my homework.,我剛完成作業。
fire,火；開火,There was a fire in the kitchen.,廚房裡發生火災。
first,第一,He won first place.,他贏得第一名。
fish,魚；釣魚,We went fishing yesterday.,我們昨天去釣魚。
five,五,I have five cousins.,我有五個表親。
floor,地板；樓層,The floor is clean.,地板很乾淨。
flower,花,She gave me a flower.,她給了我一朵花。
fly,飛；蒼蠅,Birds can fly in the sky.,鳥會飛。
follow,跟隨,"Follow me, please.",請跟我來。
food,食物,I love Chinese food.,我喜歡中國菜。
foot,腳；英尺,My left foot hurts.,我的左腳痛。
football,足球,He plays football every weekend.,他每週末都踢足球。
for,為了,This gift is for you.,這是送給你的禮物。
foreign,外國的,He speaks three foreign languages.,他會說三種外語。
forest,森林,They camped in the forest.,他們在森林裡露營。
forget,忘記,Don’t forget to lock the door.,別忘了鎖門。
form,表格；形成,"Fill out this form, please.",請填寫這張表格。
free,免費的；自由的,Children under 3 are free.,三歲以下免費。
fresh,新鮮的,I bought fresh fruit.,我買了新鮮水果。
friend,朋友,She is my best friend.,她是我最好的朋友。
friendly,友善的,The staff here are very friendly.,這裡的員工很友善。
from,從?來的,I’m from Taiwan.,我來自台灣。
front,前面,There’s a car in front of our house.,我們家前面有一輛車。
fruit,水果,Apples are my favorite fruit.,蘋果是我最喜歡的水果。
full,滿的,The box is full of books.,箱子裝滿了書。
fun,有趣,The party was so much fun!,派對超好玩！
funny,好笑的,That movie was really funny.,那部電影很好笑。
future,未來,We are planning for the future.,我們正在規劃未來。
game,遊戲,Let’s play a board game.,我們來玩桌遊吧。
garden,花園,There are many flowers in the garden.,花園裡有很多花。
gas,瓦斯；汽油,The car ran out of gas.,車子沒油了。
gate,大門,The gate is locked.,大門鎖上了。
gave,給（give過去式）,She gave me a book.,她給了我一本書。
general,一般的；普遍的,This is a general rule.,這是一條普遍規則。
get,得到；變得,I get tired after work.,我下班後會覺得累。
gift,禮物,He bought her a birthday gift.,他買了生日禮物送她。
girl,女孩,The girl is playing with her dog.,那個女孩在和狗玩。
give,給予,Please give me a pen.,請給我一支筆。
glad,高興的,I’m glad to see you.,很高興見到你。
glass,玻璃；杯子,Don’t drop the glass!,不要摔破玻璃杯！
glove,手套,He wore warm gloves in winter.,冬天他戴著暖手套。
go,去,Let’s go to the park.,我們去公園吧。
goal,目標；得分,He scored a goal.,他進了一球。
god,神,People prayed to their god.,人們向他們的神祈禱。
gold,黃金,This ring is made of gold.,這個戒指是金做的。
good,好的,She is a good student.,她是個好學生。
goodbye,再見,Say goodbye to your teacher.,跟老師說再見。
goose,鵝,The goose chased the boy.,那隻鵝追著男孩跑。
grade,年級；分數,He is in the 6th grade.,他念六年級。
grammar,文法,English grammar can be tricky.,英文文法有點難。
grand,盛大的；宏偉的,They live in a grand house.,他們住在一棟氣派的房子裡。
grandfather,祖父,My grandfather tells great stories.,我爺爺很會講故事。
grandma,祖母,I baked cookies with grandma.,我和奶奶一起烤餅乾。
grandson,孫子,Her grandson is very polite.,她的孫子很有禮貌。
grape,葡萄,I ate a bunch of grapes.,我吃了一串葡萄。
grass,草,The grass is green.,草是綠的。
gray,灰色的,She painted the wall gray.,她把牆壁漆成灰色。
great,很棒的,You did a great job!,你做得太棒了！
green,綠色的,The trees are green in spring.,春天的樹是綠的。
ground,地面,The ball rolled on the ground.,球在地上滾動。
group,群體,Our group finished early.,我們這組提早完成了。
grow,成長,Children grow fast.,小孩長得很快。
guess,猜測,Can you guess the answer?,你能猜出答案嗎？
guest,客人,We have a guest staying tonight.,今晚有客人來住。
guide,導遊；指引,The guide showed us around the city.,導遊帶我們遊覽城市。
guitar,吉他,He plays the guitar every night.,他每天晚上彈吉他。
gym,健身房,I go to the gym twice a week.,我每週去兩次健身房。
hair,頭髮,She has long black hair.,她有一頭黑長髮。
half,一半,I ate half of the pizza.,我吃了一半的披薩。
hall,大廳,We waited in the main hall.,我們在大廳裡等。
hand,手,Raise your hand if you know the answer.,知道答案的請舉手。
handsome,英俊的,He’s a very handsome man.,他是一位非常帥氣的男子。
hang,掛；懸吊,Please hang your coat.,請把外套掛起來。
happen,發生,What happened last night?,昨晚發生了什麼事？
happy,快樂的,I’m so happy today!,我今天超開心！
hard,困難的；用力的,This test is really hard.,這次測驗真的很難。
hat,帽子,He wore a funny hat.,他戴了一頂搞笑的帽子。
hate,討厭,I hate getting up early.,我討厭早起。
have,有；吃；做,I have a lot of homework.,我有很多作業。
he,他,He is my brother.,他是我哥哥。
head,頭部,I have a headache.,我頭痛。
health,健康,Health is more important than money.,健康比金錢重要。
hear,聽到,Can you hear that sound?,你聽得到那個聲音嗎？
heart,心臟；心,She has a kind heart.,她有一顆善良的心。
heat,熱；加熱,The heat is unbearable today.,今天熱得受不了。
heavy,重的,This box is very heavy.,這個箱子很重。
height,高度,What’s the height of that building?,那棟建築有多高？
hello,哈囉,"Hello, how are you?",哈囉，你好嗎？
help,幫助,Can you help me with this?,你可以幫我一下嗎？
her,她的,That is her backpack.,那是她的背包。
here,這裡,Come sit here.,來這邊坐。
herself,她自己,She cooked dinner by herself.,她自己煮了晚餐。
hi,嗨,Hi! Nice to meet you.,嗨！很高興認識你。
hide,躲藏,Let’s hide behind the sofa.,我們躲在沙發後面吧。
high,高的,That mountain is very high.,那座山很高。
hill,小山丘,They climbed up the hill.,他們爬上了小山丘。
him,他（受格）,I saw him at school.,我在學校看到他了。
himself,他自己,He made the cake himself.,他自己做了蛋糕。
his,他的,This is his pencil.,這是他的鉛筆。
history,歷史,I like reading about history.,我喜歡讀歷史。
hit,打擊,He hit the ball hard.,他用力打球。
hobby,興趣,Playing guitar is my hobby.,彈吉他是我的興趣。
hold,拿；舉辦,Please hold this for a second.,請幫我拿一下。
holiday,假日,We are going to Japan for the holiday.,我們假期要去日本。
home,家,I want to go home.,我想回家。
homework,作業,I haven’t finished my homework yet.,我還沒寫完作業。
honest,誠實的,Always be honest with your friends.,對朋友要誠實。
honey,蜂蜜；親愛的,She puts honey in her tea.,她在茶裡加蜂蜜。
hope,希望,I hope you feel better soon.,希望你早點好起來。
horse,馬,She rode a white horse.,她騎著一匹白馬。
hospital,醫院,He works in a hospital.,他在醫院工作。
hot,熱的,It’s very hot outside.,外面很熱。
hotel,飯店,We stayed at a nice hotel.,我們住在一家不錯的飯店。
hour,小時,The movie is two hours long.,那部電影長達兩小時。
house,房子,This is my new house.,這是我的新家。
how,如何,How do you do this?,你怎麼做這個？
however,然而,"He is rich; however, he is not happy.",他很有錢，然而並不快樂。
hundred,一百,I have a hundred books.,我有一百本書。
hungry,餓的,I’m very hungry now.,我現在好餓。
hurry,趕快,Hurry up or we’ll be late.,快一點，不然我們會遲到。
hurt,受傷；痛,My leg hurts.,我的腳痛。
husband,丈夫,Her husband is a doctor.,她的丈夫是醫生。
ice,冰,There is ice in the drink.,飲料裡有冰塊。
ice cream,冰淇淋,I love chocolate ice cream.,我愛巧克力冰淇淋。
idea,主意；想法,That’s a great idea!,那是個好主意！
if,如果,"If it rains, we’ll stay home.",如果下雨，我們就待在家。
ill,生病的,He is ill and can’t come today.,他生病了今天不能來。
important,重要的,This is an important message.,這是一則重要訊息。
in,在?裡面,The keys are in the drawer.,鑰匙在抽屜裡。
inside,在?內部,Let’s go inside the house.,我們進屋裡吧。
instead,取而代之,Let’s watch a movie instead.,我們改看電影吧。
interest,興趣；關注,I have a great interest in art.,我對藝術很感興趣。
interesting,有趣的,That’s an interesting story.,那是個有趣的故事。
into,進入,She walked into the room.,她走進了房間。
invite,邀請,I want to invite you to my party.,我想邀請你參加我的派對。
island,島嶼,They went to a tropical island.,他們去了熱帶島嶼。
it,它,It is raining outside.,外面在下雨。
its,它的,The dog wagged its tail.,那隻狗搖著尾巴。
jacket,夾克,He wore a leather jacket.,他穿了一件皮夾克。
job,工作,She has a new job.,她有一份新工作。
join,加入,Would you like to join us?,你想加入我們嗎？
joke,笑話,That was a funny joke!,那個笑話真好笑！
journey,旅程,Life is a long journey.,人生是一段長旅。
joy,喜悅,The baby laughed with joy.,嬰兒開心地笑了。
juice,果汁,I had a glass of orange juice.,我喝了一杯柳橙汁。
July,七月,Her birthday is in July.,她生日在七月。
jump,跳,The kids love to jump on the bed.,孩子們喜歡在床上跳。
June,六月,School ends in June.,六月學校放假。
just,剛剛；只是,I just finished lunch.,我剛吃完午餐。
keep,保持；持續,"Keep quiet, please.",請保持安靜。
key,鑰匙,I lost my house key.,我把房門鑰匙弄丟了。
kick,踢,He kicked the ball.,他踢了那顆球。
kid,小孩,That kid is very smart.,那小孩很聰明。
kill,殺死,The hunter killed a deer.,獵人殺了一隻鹿。
kind,種類；親切的,What kind of music do you like?,你喜歡什麼類型的音樂？
king,國王,The king ruled the country.,國王統治這個國家。
kiss,吻,She gave her baby a kiss.,她親了她的寶寶一下。
kitchen,廚房,Dad is cooking in the kitchen.,爸爸正在廚房做飯。
knee,膝蓋,He hurt his knee while running.,他跑步時弄傷膝蓋了。
knife,刀子,Be careful with that knife.,小心那把刀。
knock,敲打,Someone is knocking on the door.,有人正在敲門。
know,知道,Do you know the answer?,你知道答案嗎？
knowledge,知識,Reading gives us knowledge.,閱讀帶給我們知識。
lady,女士,That old lady lives next door.,那位老太太住在隔壁。
lamp,檯燈,"Turn on the lamp, please.",請開燈。
land,陸地；降落,The plane will land soon.,飛機快要降落了。
language,語言,English is an international language.,英語是國際語言。
large,大的,They live in a large house.,他們住在一間大房子裡。
last,最後的；持續,This is the last question.,這是最後一題。
